seed_percent,replication,num_seeds,expand_window,reached_in_window,reached_proportion
0.25,50,1215,9,3001,0.5961462058005562
0.25,50,1215,15,3015,0.598927294398093
0.25,50,1215,25,3018,0.599523241954708
0.3,1,1881,0,3362,0.6678585617798967
0.3,1,1881,1,3744,0.7437425506555423
0.3,1,1881,2,3854,0.7655939610647596
0.3,1,1881,3,3925,0.7796980532379817
0.3,1,1881,5,3979,0.790425109257052
0.3,1,1881,9,4008,0.7961859356376639
0.3,1,1881,15,4014,0.797377830750894
0.3,1,1881,25,4016,0.7977751291219706
0.3,2,1512,0,2882,0.5725069527214939
0.3,2,1512,1,3192,0.634088200238379
0.3,2,1512,2,3270,0.6495828367103695
0.3,2,1512,3,3323,0.6601112435439015
0.3,2,1512,5,3364,0.6682558601509734
0.3,2,1512,9,3409,0.6771950735001987
0.3,2,1512,15,3425,0.6803734604688121
0.3,2,1512,25,3427,0.6807707588398888
0.3,3,1329,0,2718,0.5399284862932062
0.3,3,1329,1,3108,0.6174016686531585
0.3,3,1329,2,3258,0.6471990464839095
0.3,3,1329,3,3329,0.6613031386571315
0.3,3,1329,5,3379,0.6712355979340485
0.3,3,1329,9,3418,0.6789829161700437
0.3,3,1329,15,3424,0.6801748112832737
0.3,3,1329,25,3425,0.6803734604688121
0.3,4,1702,0,3033,0.6025029797377831
0.3,4,1702,1,3436,0.6825586015097338
0.3,4,1702,2,3557,0.7065951529598729
0.3,4,1702,3,3622,0.7195073500198649
0.3,4,1702,5,3681,0.731227651966627
0.3,4,1702,9,3711,0.7371871275327772
0.3,4,1702,15,3722,0.7393722685736989
0.3,4,1702,25,3723,0.7395709177592372
0.3,5,1429,0,2934,0.5828367103694875
0.3,5,1429,1,3356,0.6666666666666666
0.3,5,1429,2,3520,0.6992451330949543
0.3,5,1429,3,3594,0.7139451728247914
0.3,5,1429,5,3688,0.7326181962653953
0.3,5,1429,9,3744,0.7437425506555423
0.3,5,1429,15,3752,0.745331744139849
0.3,5,1429,25,3752,0.745331744139849
0.3,6,1660,0,2978,0.5915772745331744
0.3,6,1660,1,3352,0.6658720699245133
0.3,6,1660,2,3408,0.6769964243146603
0.3,6,1660,3,3442,0.6837504966229638
0.3,6,1660,5,3471,0.6895113230035756
0.3,6,1660,9,3508,0.6968613428684942
0.3,6,1660,15,3526,0.7004370282081843
0.3,6,1660,25,3529,0.7010329757647994
0.3,7,1478,0,2892,0.5744934445768772
0.3,7,1478,1,3271,0.6497814858959078
0.3,7,1478,2,3414,0.6781883194278904
0.3,7,1478,3,3485,0.6922924116011124
0.3,7,1478,5,3544,0.7040127135478744
0.3,7,1478,9,3573,0.7097735399284862
0.3,7,1478,15,3577,0.7105681366706397
0.3,7,1478,25,3580,0.7111640842272546
0.3,8,1565,0,3000,0.5959475566150179
0.3,8,1565,1,3341,0.6636869288835916
0.3,8,1565,2,3463,0.687922129519269
0.3,8,1565,3,3517,0.6986491855383393
0.3,8,1565,5,3561,0.7073897497020262
0.3,8,1565,9,3603,0.7157330154946365
0.3,8,1565,15,3617,0.7185141040921732
0.3,8,1565,25,3620,0.7191100516487883
0.3,9,1703,0,3149,0.6255462852602305
0.3,9,1703,1,3481,0.6914978148589591
0.3,9,1703,2,3570,0.7091775923718713
0.3,9,1703,3,3619,0.7189114024632499
0.3,9,1703,5,3693,0.733611442193087
0.3,9,1703,9,3729,0.7407628128724673
0.3,9,1703,15,3741,0.7431466030989273
0.3,9,1703,25,3741,0.7431466030989273
0.3,10,1511,0,2874,0.5709177592371871
0.3,10,1511,1,3227,0.6410409217322209
0.3,10,1511,2,3315,0.6585220500595947
0.3,10,1511,3,3355,0.6664680174811283
0.3,10,1511,5,3390,0.6734207389749702
0.3,10,1511,9,3414,0.6781883194278904
0.3,10,1511,15,3436,0.6825586015097338
0.3,10,1511,25,3436,0.6825586015097338
0.3,11,1501,0,2934,0.5828367103694875
0.3,11,1501,1,3257,0.6470003972983711
0.3,11,1501,2,3354,0.66626936829559
0.3,11,1501,3,3394,0.6742153357171236
0.3,11,1501,5,3455,0.6863329360349623
0.3,11,1501,9,3479,0.6911005164878824
0.3,11,1501,15,3485,0.6922924116011124
0.3,11,1501,25,3487,0.6926897099721891
0.3,12,1434,0,2784,0.5530393325387366
0.3,12,1434,1,3103,0.6164084227254668
0.3,12,1434,2,3235,0.6426301152165276
0.3,12,1434,3,3295,0.6545490663488279
0.3,12,1434,5,3356,0.6666666666666666
0.3,12,1434,9,3383,0.6720301946762018
0.3,12,1434,15,3397,0.6748112832737386
0.3,12,1434,25,3399,0.6752085816448152
0.3,13,1801,0,3248,0.645212554628526
0.3,13,1801,1,3640,0.723083035359555
0.3,13,1801,2,3755,0.745927691696464
0.3,13,1801,3,3814,0.7576479936432261
0.3,13,1801,5,3859,0.7665872069924513
0.3,13,1801,9,3882,0.7711561382598331
0.3,13,1801,15,3895,0.7737385776718315
0.3,13,1801,25,3895,0.7737385776718315
0.3,14,1414,0,2778,0.5518474374255066
0.3,14,1414,1,3105,0.6168057210965435
0.3,14,1414,2,3236,0.6428287644020659
0.3,14,1414,3,3312,0.6579261025029798
0.3,14,1414,5,3367,0.6688518077075885
0.3,14,1414,9,3412,0.6777910210568137
0.3,14,1414,15,3421,0.6795788637266588
0.3,14,1414,25,3424,0.6801748112832737
0.3,15,1510,0,2903,0.57667858561779894
0.3,15,1510,1,3278,0.6511720301946762
0.3,15,1510,2,3417,0.6787842669845053
0.3,15,1510,3,3482,0.6916964640444975
0.3,15,1510,5,3541,0.7034167659912595
0.3,15,1510,9,3580,0.7111640842272546
0.3,15,1510,15,3591,0.7133492252681763
0.3,15,1510,25,3593,0.7137465236392531
0.3,16,1195,0,2580,0.5125148986889154
0.3,16,1195,1,2899,0.5758839888756456
0.3,16,1195,2,3027,0.6013110846245531
0.3,16,1195,3,3078,0.6114421930870083
0.3,16,1195,5,3163,0.6283273738577672
0.3,16,1195,9,3214,0.6384584823202225
0.3,16,1195,15,3229,0.6414382201032975
0.3,16,1195,25,3229,0.6414382201032975
0.3,17,1477,0,2792,0.5546285260230434
0.3,17,1477,1,3165,0.6287246722288439
0.3,17,1477,2,3310,0.6575288041319031
0.3,17,1477,3,3364,0.6682558601509734
0.3,17,1477,5,3404,0.6762018275725069
0.3,17,1477,9,3426,0.6805721096543504
0.3,17,1477,15,3434,0.6821613031386571
0.3,17,1477,25,3435,0.6823599523241954
0.3,18,1244,0,2598,0.5160905840286055
0.3,18,1244,1,2922,0.5804529201430274
0.3,18,1244,2,3041,0.6040921732220897
0.3,18,1244,3,3096,0.6150178784266984
0.3,18,1244,5,3179,0.6315057608263807
0.3,18,1244,9,3228,0.6412395709177592
0.3,18,1244,15,3236,0.6428287644020659
0.3,18,1244,25,3238,0.6432260627731426
0.3,19,1429,0,2844,0.564958283671037
0.3,19,1429,1,3168,0.6293206197854588
0.3,19,1429,2,3282,0.6519666269368296
0.3,19,1429,3,3327,0.6609058402860548
0.3,19,1429,5,3365,0.6684545093365117
0.3,19,1429,9,3413,0.677989670242352
0.3,19,1429,15,3428,0.680969408025427
0.3,19,1429,25,3431,0.6815653555820421
0.3,20,1316,0,2781,0.5524433849821215
0.3,20,1316,1,3162,0.6281287246722288
0.3,20,1316,2,3286,0.6527612236789829
0.3,20,1316,3,3337,0.6628923321414382
0.3,20,1316,5,3384,0.6722288438617402
0.3,20,1316,9,3418,0.6789829161700437
0.3,20,1316,15,3431,0.6815653555820421
0.3,20,1316,25,3433,0.6819626539531188
0.3,21,1392,0,2764,0.5490663488279698
0.3,21,1392,1,3107,0.6172030194676201
0.3,21,1392,2,3222,0.6400476758045291
0.3,21,1392,3,3298,0.655145013905443
0.3,21,1392,5,3344,0.6642828764402066
0.3,21,1392,9,3396,0.6746126340882003
0.3,21,1392,15,3407,0.676797775129122
0.3,21,1392,25,3411,0.6775923718712753
0.3,22,1409,0,2678,0.5319825188716726
0.3,22,1409,1,2983,0.5925705204608661
0.3,22,1409,2,3093,0.6144219308700835
0.3,22,1409,3,3137,0.6231624950337704
0.3,22,1409,5,3175,0.6307111640842272
0.3,22,1409,9,3207,0.6370679380214541
0.3,22,1409,15,3215,0.6386571315057609
0.3,22,1409,25,3218,0.6392530790623758
0.3,23,1550,0,2971,0.590186730234406
0.3,23,1550,1,3256,0.6468017481128328
0.3,23,1550,2,3373,0.6700437028208185
0.3,23,1550,3,3417,0.6787842669845053
0.3,23,1550,5,3468,0.6889153754469607
0.3,23,1550,9,3519,0.6990464839094159
0.3,23,1550,15,3534,0.7020262216924911
0.3,23,1550,25,3535,0.7022248708780294
0.3,24,1278,0,2694,0.5351609058402861
0.3,24,1278,1,3051,0.6060786650774732
0.3,24,1278,2,3191,0.6338895510528407
0.3,24,1278,3,3255,0.6466030989272944
0.3,24,1278,5,3305,0.6565355582042114
0.3,24,1278,9,3368,0.6690504568931267
0.3,24,1278,15,3376,0.6706396503774334
0.3,24,1278,25,3376,0.6706396503774334
0.3,25,1434,0,2827,0.5615812475168852
0.3,25,1434,1,3138,0.6233611442193087
0.3,25,1434,2,3255,0.6466030989272944
0.3,25,1434,3,3322,0.6599125943583631
0.3,25,1434,5,3401,0.675605880015892
0.3,25,1434,9,3420,0.6793802145411204
0.3,25,1434,15,3429,0.6811680572109654
0.3,25,1434,25,3429,0.6811680572109654
0.3,26,1346,0,2780,0.5522447357965833
0.3,26,1346,1,3114,0.6185935637663885
0.3,26,1346,2,3214,0.6384584823202225
0.3,26,1346,3,3267,0.6489868891537545
0.3,26,1346,5,3321,0.6597139451728248
0.3,26,1346,9,3358,0.6670639650377433
0.3,26,1346,15,3367,0.6688518077075885
0.3,26,1346,25,3370,0.6694477552642034
0.3,27,1358,0,2808,0.5578069129916567
0.3,27,1358,1,3115,0.6187922129519269
0.3,27,1358,2,3216,0.6388557806912991
0.3,27,1358,3,3262,0.6479936432260628
0.3,27,1358,5,3307,0.656932856575288
0.3,27,1358,9,3355,0.6664680174811283
0.3,27,1358,15,3362,0.6678585617798967
0.3,27,1358,25,3366,0.6686531585220501
0.3,28,1463,0,2862,0.5685339690107271
0.3,28,1463,1,3161,0.6279300754866906
0.3,28,1463,2,3263,0.6481922924116011
0.3,28,1463,3,3309,0.6573301549463647
0.3,28,1463,5,3377,0.6708382995629718
0.3,28,1463,9,3427,0.6807707588398888
0.3,28,1463,15,3443,0.6839491458085022
0.3,28,1463,25,3445,0.6843464441795789
0.3,29,1715,0,3138,0.6233611442193087
0.3,29,1715,1,3481,0.6914978148589591
0.3,29,1715,2,3600,0.7151370679380215
0.3,29,1715,3,3664,0.7278506158124751
0.3,29,1715,5,3732,0.7413587604290822
0.3,29,1715,9,3776,0.7500993245927692
0.3,29,1715,15,3783,0.7514898688915376
0.3,29,1715,25,3783,0.7514898688915376
0.3,30,1548,0,2893,0.5746920937624156
0.3,30,1548,1,3250,0.6456098529996027
0.3,30,1548,2,3326,0.6607071911005165
0.3,30,1548,3,3375,0.6704410011918951
0.3,30,1548,5,3445,0.6843464441795789
0.3,30,1548,9,3539,0.7030194676201827
0.3,30,1548,15,3575,0.710170838299563
0.3,30,1548,25,3578,0.710766785856178
0.3,31,1632,0,3087,0.6132300357568534
0.3,31,1632,1,3400,0.6754072308303536
0.3,31,1632,2,3509,0.6970599920540326
0.3,31,1632,3,3573,0.7097735399284862
0.3,31,1632,5,3596,0.7143424711958681
0.3,31,1632,9,3651,0.7252681764004768
0.3,31,1632,15,3660,0.7270560190703218
0.3,31,1632,25,3663,0.7276519666269369
0.3,32,1581,0,2986,0.5931664680174811
0.3,32,1581,1,3277,0.6509733810091378
0.3,32,1581,2,3382,0.6718315454906635
0.3,32,1581,3,3436,0.6825586015097338
0.3,32,1581,5,3508,0.6968613428684942
0.3,32,1581,9,3546,0.7044100119189511
0.3,32,1581,15,3549,0.7050059594755661
0.3,32,1581,25,3549,0.7050059594755661
0.3,33,1266,0,2649,0.5262216924910608
0.3,33,1266,1,3023,0.6005164878823996
0.3,33,1266,2,3116,0.6189908621374652
0.3,33,1266,3,3172,0.6301152165276123
0.3,33,1266,5,3211,0.6378625347636074
0.3,33,1266,9,3249,0.6454112038140644
0.3,33,1266,15,3263,0.6481922924116011
0.3,33,1266,25,3266,0.6487882399682161
0.3,34,1166,0,2380,0.4727850615812475
0.3,34,1166,1,2733,0.5429082240762813
0.3,34,1166,2,2854,0.5669447755264203
0.3,34,1166,3,2931,0.5822407628128725
0.3,34,1166,5,3004,0.5967421533571713
0.3,34,1166,9,3070,0.6098529996027017
0.3,34,1166,15,3100,0.6158124751688518
0.3,34,1166,25,3104,0.6166070719110052
0.3,35,1343,0,2711,0.5385379419944378
0.3,35,1343,1,3153,0.6263408820023838
0.3,35,1343,2,3281,0.6517679777512912
0.3,35,1343,3,3376,0.6706396503774334
0.3,35,1343,5,3428,0.680969408025427
0.3,35,1343,9,3462,0.6877234803337307
0.3,35,1343,15,3476,0.6905045689312674
0.3,35,1343,25,3478,0.690901867302344
0.3,36,1054,0,2455,0.48768375049662294
0.3,36,1054,1,2856,0.567342073897497
0.3,36,1054,2,2972,0.5903853794199444
0.3,36,1054,3,3013,0.5985299960270163
0.3,36,1054,5,3065,0.6088597536750099
0.3,36,1054,9,3110,0.6177989670242352
0.3,36,1054,15,3118,0.619388160508542
0.3,36,1054,25,3119,0.6195868096940803
0.3,37,1292,0,2670,0.5303933253873659
0.3,37,1292,1,3004,0.5967421533571713
0.3,37,1292,2,3109,0.6176003178386968
0.3,37,1292,3,3176,0.6309098132697656
0.3,37,1292,5,3207,0.6370679380214541
0.3,37,1292,9,3244,0.6444179578863727
0.3,37,1292,15,3259,0.6473976956694477
0.3,37,1292,25,3262,0.6479936432260628
0.3,38,1667,0,2961,0.5882002383790227
0.3,38,1667,1,3380,0.6714342471195868
0.3,38,1667,2,3539,0.7030194676201827
0.3,38,1667,3,3637,0.72248708780294
0.3,38,1667,5,3745,0.7439411998410806
0.3,38,1667,9,3782,0.7512912197059992
0.3,38,1667,15,3794,0.7536750099324593
0.3,38,1667,25,3800,0.7548669050456893
0.3,39,1355,0,2742,0.5446960667461264
0.3,39,1355,1,3073,0.6104489471593166
0.3,39,1355,2,3181,0.6319030591974573
0.3,39,1355,3,3251,0.6458085021851411
0.3,39,1355,5,3310,0.6575288041319031
0.3,39,1355,9,3350,0.6654747715534366
0.3,39,1355,15,3359,0.6672626142232817
0.3,39,1355,25,3359,0.6672626142232817
0.3,40,1583,0,2994,0.5947556615017878
0.3,40,1583,1,3336,0.6626936829558999
0.3,40,1583,2,3458,0.6869288835915772
0.3,40,1583,3,3527,0.7006356773937227
0.3,40,1583,5,3606,0.7163289630512515
0.3,40,1583,9,3641,0.7232816845450933
0.3,40,1583,15,3648,0.7246722288438617
0.3,40,1583,25,3651,0.7252681764004768
0.3,41,1156,0,2535,0.5035756853396901
0.3,41,1156,1,2900,0.576082638061184
0.3,41,1156,2,3009,0.597735399284863
0.3,41,1156,3,3061,0.6080651569328566
0.3,41,1156,5,3125,0.6207787048073103
0.3,41,1156,9,3179,0.6315057608263807
0.3,41,1156,15,3185,0.6326976559396107
0.3,41,1156,25,3186,0.6328963051251489
0.3,42,1661,0,3045,0.6048867699642432
0.3,42,1661,1,3412,0.6777910210568137
0.3,42,1661,2,3500,0.6952721493841876
0.3,42,1661,3,3567,0.7085816448152562
0.3,42,1661,5,3611,0.7173222089789432
0.3,42,1661,9,3657,0.7264600715137068
0.3,42,1661,15,3675,0.7300357568533969
0.3,42,1661,25,3678,0.7306317044100119
0.3,43,1570,0,2917,0.5794596742153357
0.3,43,1570,1,3306,0.6567342073897497
0.3,43,1570,2,3466,0.688518077075884
0.3,43,1570,3,3548,0.7048073102900279
0.3,43,1570,5,3634,0.721891140246325
0.3,43,1570,9,3673,0.7296384584823202
0.3,43,1570,15,3679,0.7308303535955503
0.3,43,1570,25,3680,0.7310290027810886
0.3,44,1863,0,3371,0.6696464044497418
0.3,44,1863,1,3713,0.7375844259038538
0.3,44,1863,2,3793,0.7534763607469209
0.3,44,1863,3,3835,0.7618196265395312
0.3,44,1863,5,3877,0.7701628923321414
0.3,44,1863,9,3922,0.7791021056813667
0.3,44,1863,15,3929,0.7804926499801351
0.3,44,1863,25,3931,0.7808899483512117
0.3,45,1438,0,2755,0.5472785061581248
0.3,45,1438,1,3088,0.6134286849423918
0.3,45,1438,2,3193,0.6342868494239173
0.3,45,1438,3,3269,0.6493841875248312
0.3,45,1438,5,3325,0.6605085419149781
0.3,45,1438,9,3354,0.66626936829559
0.3,45,1438,15,3359,0.6672626142232817
0.3,45,1438,25,3359,0.6672626142232817
0.3,46,1546,0,3031,0.6021056813667064
0.3,46,1546,1,3380,0.6714342471195868
0.3,46,1546,2,3486,0.6924910607866508
0.3,46,1546,3,3545,0.7042113627334128
0.3,46,1546,5,3612,0.7175208581644815
0.3,46,1546,9,3650,0.7250695272149384
0.3,46,1546,15,3662,0.7274533174413985
0.3,46,1546,25,3666,0.7282479141835518
0.3,47,1193,0,2599,0.5162892332141438
0.3,47,1193,1,2933,0.5826380611839491
0.3,47,1193,2,3067,0.6092570520460866
0.3,47,1193,3,3121,0.6199841080651569
0.3,47,1193,5,3179,0.6315057608263807
0.3,47,1193,9,3218,0.6392530790623758
0.3,47,1193,15,3227,0.6410409217322209
0.3,47,1193,25,3227,0.6410409217322209
0.3,48,1240,0,2620,0.520460866110449
0.3,48,1240,1,3003,0.5965435041716329
0.3,48,1240,2,3095,0.6148192292411601
0.3,48,1240,3,3165,0.6287246722288439
0.3,48,1240,5,3245,0.644616607071911
0.3,48,1240,9,3311,0.6577274533174414
0.3,48,1240,15,3329,0.6613031386571315
0.3,48,1240,25,3331,0.6617004370282081
0.3,49,1621,0,2981,0.5921732220897894
0.3,49,1621,1,3305,0.6565355582042114
0.3,49,1621,2,3431,0.6815653555820421
0.3,49,1621,3,3504,0.6960667461263409
0.3,49,1621,5,3554,0.7059992054032579
0.3,49,1621,9,3600,0.7151370679380215
0.3,49,1621,15,3608,0.7167262614223282
0.3,49,1621,25,3610,0.7171235597934048
0.3,50,1284,0,2584,0.5133094954310687
0.3,50,1284,1,2920,0.5800556217719507
0.3,50,1284,2,3026,0.6011124354390147
0.3,50,1284,3,3066,0.6090584028605482
0.3,50,1284,5,3113,0.6183949145808502
0.3,50,1284,9,3155,0.6267381803734605
0.3,50,1284,15,3163,0.6283273738577672
0.3,50,1284,25,3164,0.6285260230433055
0.35000000000000003,1,1798,0,3246,0.6448152562574494
0.35000000000000003,1,1798,1,3553,0.7058005562177195
0.35000000000000003,1,1798,2,3645,0.7240762812872468
0.35000000000000003,1,1798,3,3694,0.7338100913786253
0.35000000000000003,1,1798,5,3748,0.7445371473976957
0.35000000000000003,1,1798,9,3802,0.755264203416766
0.35000000000000003,1,1798,15,3816,0.7580452920143027
0.35000000000000003,1,1798,25,3826,0.7600317838696862
0.35000000000000003,2,2103,0,3491,0.6934843067143425
0.35000000000000003,2,2103,1,3810,0.7568533969010727
0.35000000000000003,2,2103,2,3888,0.7723480333730631
0.35000000000000003,2,2103,3,3929,0.7804926499801351
0.35000000000000003,2,2103,5,3954,0.7854588796185935
0.35000000000000003,2,2103,9,3985,0.791617004370282
0.35000000000000003,2,2103,15,3992,0.7930075486690504
0.35000000000000003,2,2103,25,3995,0.7936034962256655
0.35000000000000003,3,1335,0,2696,0.5355582042113627
0.35000000000000003,3,1335,1,3076,0.6110448947159317
0.35000000000000003,3,1335,2,3209,0.6374652363925308
0.35000000000000003,3,1335,3,3243,0.6442193087008343
0.35000000000000003,3,1335,5,3291,0.6537544696066746
0.35000000000000003,3,1335,9,3321,0.6597139451728248
0.35000000000000003,3,1335,15,3334,0.6622963845848232
0.35000000000000003,3,1335,25,3334,0.6622963845848232
0.35000000000000003,4,1428,0,2730,0.5423122765196663
0.35000000000000003,4,1428,1,3100,0.6158124751688518
0.35000000000000003,4,1428,2,3242,0.644020659515296
0.35000000000000003,4,1428,3,3299,0.6553436630909814
0.35000000000000003,4,1428,5,3362,0.6678585617798967
0.35000000000000003,4,1428,9,3402,0.6758045292014303
0.35000000000000003,4,1428,15,3416,0.678585617798967
0.35000000000000003,4,1428,25,3418,0.6789829161700437
0.35000000000000003,5,1508,0,2969,0.5897894318633293
0.35000000000000003,5,1508,1,3292,0.653953118792213
0.35000000000000003,5,1508,2,3399,0.6752085816448152
0.35000000000000003,5,1508,3,3466,0.688518077075884
0.35000000000000003,5,1508,5,3529,0.7010329757647994
0.35000000000000003,5,1508,9,3574,0.7099721891140246
0.35000000000000003,5,1508,15,3580,0.7111640842272546
0.35000000000000003,5,1508,25,3583,0.7117600317838697
0.35000000000000003,6,2172,0,3600,0.7151370679380215
0.35000000000000003,6,2172,1,3928,0.7802940007945968
0.35000000000000003,6,2172,2,4041,0.8027413587604291
0.35000000000000003,6,2172,3,4112,0.8168454509336511
0.35000000000000003,6,2172,5,4160,0.8263806118394914
0.35000000000000003,6,2172,9,4187,0.8317441398490266
0.35000000000000003,6,2172,15,4191,0.8325387365911799
0.35000000000000003,6,2172,25,4193,0.8329360349622567
0.35000000000000003,7,1911,0,3253,0.6462058005562177
0.35000000000000003,7,1911,1,3631,0.72129519268971
0.35000000000000003,7,1911,2,3754,0.7457290425109258
0.35000000000000003,7,1911,3,3802,0.755264203416766
0.35000000000000003,7,1911,5,3848,0.7644020659515296
0.35000000000000003,7,1911,9,3887,0.7721493841875249
0.35000000000000003,7,1911,15,3900,0.7747318235995232
0.35000000000000003,7,1911,25,3900,0.7747318235995232
0.35000000000000003,8,2159,0,3476,0.6905045689312674
0.35000000000000003,8,2159,1,3884,0.7715534366309098
0.35000000000000003,8,2159,2,3967,0.7880413190305919
0.35000000000000003,8,2159,3,4020,0.798569725864124
0.35000000000000003,8,2159,5,4080,0.8104886769964244
0.35000000000000003,8,2159,9,4114,0.8172427493047278
0.35000000000000003,8,2159,15,4134,0.8212157330154947
0.35000000000000003,8,2159,25,4136,0.8216130313865713
0.35000000000000003,9,1798,0,3300,0.6555423122765197
0.35000000000000003,9,1798,1,3658,0.7266587206992451
0.35000000000000003,9,1798,2,3782,0.7512912197059992
0.35000000000000003,9,1798,3,3847,0.7642034167659912
0.35000000000000003,9,1798,5,3901,0.7749304727850616
0.35000000000000003,9,1798,9,3949,0.7844656336909018
0.35000000000000003,9,1798,15,3957,0.7860548271752086
0.35000000000000003,9,1798,25,3960,0.7866507747318237
0.35000000000000003,10,1884,0,3325,0.6605085419149781
0.35000000000000003,10,1884,1,3645,0.7240762812872468
0.35000000000000003,10,1884,2,3732,0.7413587604290822
0.35000000000000003,10,1884,3,3778,0.7504966229638459
0.35000000000000003,10,1884,5,3821,0.7590385379419944
0.35000000000000003,10,1884,9,3873,0.7693682955899881
0.35000000000000003,10,1884,15,3883,0.7713547874453714
0.35000000000000003,10,1884,25,3883,0.7713547874453714
0.35000000000000003,11,1617,0,3134,0.6225665474771553
0.35000000000000003,11,1617,1,3435,0.6823599523241954
0.35000000000000003,11,1617,2,3513,0.6978545887961859
0.35000000000000003,11,1617,3,3558,0.7067938021454112
0.35000000000000003,11,1617,5,3634,0.721891140246325
0.35000000000000003,11,1617,9,3671,0.7292411601112435
0.35000000000000003,11,1617,15,3681,0.731227651966627
0.35000000000000003,11,1617,25,3682,0.7314263011521652
0.35000000000000003,12,1526,0,2925,0.5810488676996425
0.35000000000000003,12,1526,1,3278,0.6511720301946762
0.35000000000000003,12,1526,2,3453,0.6859356376638855
0.35000000000000003,12,1526,3,3506,0.6964640444974176
0.35000000000000003,12,1526,5,3566,0.708382995629718
0.35000000000000003,12,1526,9,3593,0.7137465236392531
0.35000000000000003,12,1526,15,3612,0.7175208581644815
0.35000000000000003,12,1526,25,3612,0.7175208581644815
0.35000000000000003,13,1588,0,2967,0.5893921334922527
0.35000000000000003,13,1588,1,3306,0.6567342073897497
0.35000000000000003,13,1588,2,3406,0.6765991259435836
0.35000000000000003,13,1588,3,3463,0.687922129519269
0.35000000000000003,13,1588,5,3515,0.6982518871672626
0.35000000000000003,13,1588,9,3572,0.709574890742948
0.35000000000000003,13,1588,15,3581,0.711362733412793
0.35000000000000003,13,1588,25,3581,0.711362733412793
0.35000000000000003,14,1430,0,2847,0.5655542312276519
0.35000000000000003,14,1430,1,3200,0.6356773937226857
0.35000000000000003,14,1430,2,3299,0.6553436630909814
0.35000000000000003,14,1430,3,3346,0.6646801748112833
0.35000000000000003,14,1430,5,3398,0.6750099324592769
0.35000000000000003,14,1430,9,3428,0.680969408025427
0.35000000000000003,14,1430,15,3443,0.6839491458085022
0.35000000000000003,14,1430,25,3444,0.6841477949940405
0.35000000000000003,15,2247,0,3594,0.7139451728247914
0.35000000000000003,15,2247,1,3897,0.7741358760429082
0.35000000000000003,15,2247,2,3961,0.7868494239173619
0.35000000000000003,15,2247,3,3999,0.7943980929678188
0.35000000000000003,15,2247,5,4041,0.8027413587604291
0.35000000000000003,15,2247,9,4095,0.8134684147794994
0.35000000000000003,15,2247,15,4103,0.8150576082638061
0.35000000000000003,15,2247,25,4103,0.8150576082638061
0.35000000000000003,16,1616,0,2997,0.5953516090584029
0.35000000000000003,16,1616,1,3348,0.66507747318236
0.35000000000000003,16,1616,2,3459,0.6871275327771156
0.35000000000000003,16,1616,3,3499,0.6950735001986492
0.35000000000000003,16,1616,5,3566,0.708382995629718
0.35000000000000003,16,1616,9,3613,0.7177195073500199
0.35000000000000003,16,1616,15,3621,0.7193087008343266
0.35000000000000003,16,1616,25,3621,0.7193087008343266
0.35000000000000003,17,1395,0,2820,0.5601907032181168
0.35000000000000003,17,1395,1,3109,0.6176003178386968
0.35000000000000003,17,1395,2,3218,0.6392530790623758
0.35000000000000003,17,1395,3,3273,0.6501787842669845
0.35000000000000003,17,1395,5,3321,0.6597139451728248
0.35000000000000003,17,1395,9,3361,0.6676599125943584
0.35000000000000003,17,1395,15,3365,0.6684545093365117
0.35000000000000003,17,1395,25,3365,0.6684545093365117
0.35000000000000003,18,1650,0,2965,0.588994835121176
0.35000000000000003,18,1650,1,3235,0.6426301152165276
0.35000000000000003,18,1650,2,3332,0.6618990862137465
0.35000000000000003,18,1650,3,3377,0.6708382995629718
0.35000000000000003,18,1650,5,3420,0.6793802145411204
0.35000000000000003,18,1650,9,3452,0.6857369884783472
0.35000000000000003,18,1650,15,3464,0.6881207787048073
0.35000000000000003,18,1650,25,3467,0.6887167262614223
0.35000000000000003,19,1393,0,2754,0.5470798569725864
0.35000000000000003,19,1393,1,3085,0.6128327373857767
0.35000000000000003,19,1393,2,3194,0.6344854986094557
0.35000000000000003,19,1393,3,3235,0.6426301152165276
0.35000000000000003,19,1393,5,3272,0.6499801350814461
0.35000000000000003,19,1393,9,3301,0.655740961462058
0.35000000000000003,19,1393,15,3312,0.6579261025029798
0.35000000000000003,19,1393,25,3315,0.6585220500595947
0.35000000000000003,20,1447,0,2795,0.5552244735796583
0.35000000000000003,20,1447,1,3105,0.6168057210965435
0.35000000000000003,20,1447,2,3241,0.6438220103297576
0.35000000000000003,20,1447,3,3321,0.6597139451728248
0.35000000000000003,20,1447,5,3382,0.6718315454906635
0.35000000000000003,20,1447,9,3432,0.6817640047675805
0.35000000000000003,20,1447,15,3442,0.6837504966229638
0.35000000000000003,20,1447,25,3442,0.6837504966229638
0.35000000000000003,21,1990,0,3417,0.6787842669845053
0.35000000000000003,21,1990,1,3712,0.7373857767183154
0.35000000000000003,21,1990,2,3825,0.7598331346841478
0.35000000000000003,21,1990,3,3881,0.7709574890742948
0.35000000000000003,21,1990,5,3935,0.7816845450933652
0.35000000000000003,21,1990,9,3971,0.7888359157727454
0.35000000000000003,21,1990,15,3993,0.7932061978545888
0.35000000000000003,21,1990,25,3997,0.7940007945967421
0.35000000000000003,22,1940,0,3343,0.6640842272546682
