seed_percent,replication,num_seeds_used,num_seeds_found,expand_window,reached_in_window,reached_proportion
0.6000000000000001,5,6984,198,3,920,0.1824672748909163
0.6000000000000001,5,6984,198,5,946,0.18762395874652915
0.6000000000000001,5,6984,198,9,969,0.19218564061880206
0.6000000000000001,5,6984,198,15,975,0.19337564458548195
0.6000000000000001,5,6984,198,25,976,0.1935739785799286
0.6000000000000001,6,6984,272,0,904,0.17929393097976992
0.6000000000000001,6,6984,272,1,1143,0.22669575565251884
0.6000000000000001,6,6984,272,2,1201,0.23819912733042445
0.6000000000000001,6,6984,272,3,1241,0.24613248710829036
0.6000000000000001,6,6984,272,5,1259,0.24970249900833003
0.6000000000000001,6,6984,272,9,1277,0.2532725109083697
0.6000000000000001,6,6984,272,15,1284,0.25466084886949625
0.6000000000000001,6,6984,272,25,1285,0.2548591828639429
0.6000000000000001,7,6984,299,0,1004,0.19912733042443476
0.6000000000000001,7,6984,299,1,1254,0.2487108290360968
0.6000000000000001,7,6984,299,2,1333,0.264379214597382
0.6000000000000001,7,6984,299,3,1358,0.2693375644585482
0.6000000000000001,7,6984,299,5,1382,0.27409758032526776
0.6000000000000001,7,6984,299,9,1397,0.27707259024196745
0.6000000000000001,7,6984,299,15,1404,0.27846092820309404
0.6000000000000001,7,6984,299,25,1405,0.27865926219754067
0.6000000000000001,8,6984,304,0,919,0.18226894089646967
0.6000000000000001,8,6984,304,1,1149,0.22788575961919874
0.6000000000000001,8,6984,304,2,1224,0.24276080920269735
0.6000000000000001,8,6984,304,3,1258,0.24950416501388337
0.6000000000000001,8,6984,304,5,1282,0.25426418088060293
0.6000000000000001,8,6984,304,9,1302,0.2582308607695359
0.6000000000000001,8,6984,304,15,1308,0.2594208647362158
0.6000000000000001,8,6984,304,25,1309,0.2596191987306624
0.6000000000000001,9,6984,251,0,903,0.1790955969853233
0.6000000000000001,9,6984,251,1,1140,0.2261007536691789
0.6000000000000001,9,6984,251,2,1209,0.2397857992859976
0.6000000000000001,9,6984,251,3,1238,0.2455374851249504
0.6000000000000001,9,6984,251,5,1276,0.25307417691392303
0.6000000000000001,9,6984,251,9,1298,0.2574375247917493
0.6000000000000001,9,6984,251,15,1304,0.2586275287584292
0.6000000000000001,9,6984,251,25,1305,0.25882586275287583
0.6000000000000001,10,6984,230,0,750,0.14875049583498612
0.6000000000000001,10,6984,230,1,977,0.19377231257437524
0.6000000000000001,10,6984,230,2,1043,0.20686235620785404
0.6000000000000001,10,6984,230,3,1070,0.21221737405791352
0.6000000000000001,10,6984,230,5,1085,0.21519238397461324
0.6000000000000001,10,6984,230,9,1105,0.21915906386354622
0.6000000000000001,10,6984,230,15,1106,0.21935739785799285
0.6000000000000001,10,6984,230,25,1107,0.2195557318524395
0.6000000000000001,11,6984,260,0,773,0.15331217770725902
0.6000000000000001,11,6984,260,1,958,0.19000396667988892
0.6000000000000001,11,6984,260,2,1009,0.200119000396668
0.6000000000000001,11,6984,260,3,1035,0.20527568425228085
0.6000000000000001,11,6984,260,5,1063,0.210829036096787
0.6000000000000001,11,6984,260,9,1076,0.21340737802459342
0.6000000000000001,11,6984,260,15,1076,0.21340737802459342
0.6000000000000001,11,6984,260,25,1076,0.21340737802459342
0.6000000000000001,12,6984,175,0,543,0.10769535898452995
0.6000000000000001,12,6984,175,1,727,0.1441888139627132
0.6000000000000001,12,6984,175,2,842,0.16699722332407774
0.6000000000000001,12,6984,175,3,886,0.17572391907973026
0.6000000000000001,12,6984,175,5,920,0.1824672748909163
0.6000000000000001,12,6984,175,9,932,0.1848472828242761
0.6000000000000001,12,6984,175,15,939,0.18623562078540262
0.6000000000000001,12,6984,175,25,940,0.18643395477984925
0.6000000000000001,13,6984,268,0,933,0.18504561681872272
0.6000000000000001,13,6984,268,1,1254,0.2487108290360968
0.6000000000000001,13,6984,268,2,1336,0.26497421658072196
0.6000000000000001,13,6984,268,3,1373,0.2723125743752479
0.6000000000000001,13,6984,268,5,1400,0.2776675922253074
0.6000000000000001,13,6984,268,9,1417,0.2810392701309004
0.6000000000000001,13,6984,268,15,1424,0.282427608092027
0.6000000000000001,13,6984,268,25,1425,0.2826259420864736
0.6000000000000001,14,6984,210,0,802,0.15906386354621183
0.6000000000000001,14,6984,210,1,1043,0.20686235620785404
0.6000000000000001,14,6984,210,2,1121,0.22233240777469257
0.6000000000000001,14,6984,210,3,1148,0.22768742562475208
0.6000000000000001,14,6984,210,5,1177,0.23343911146370488
0.6000000000000001,14,6984,210,9,1202,0.23839746132487108
0.6000000000000001,14,6984,210,15,1208,0.23958746529155098
0.6000000000000001,14,6984,210,25,1209,0.2397857992859976
0.6000000000000001,15,6984,260,0,912,0.1808806029353431
0.6000000000000001,15,6984,260,1,1195,0.23700912336374455
0.6000000000000001,15,6984,260,2,1259,0.24970249900833003
0.6000000000000001,15,6984,260,3,1286,0.2550575168583895
0.6000000000000001,15,6984,260,5,1302,0.2582308607695359
0.6000000000000001,15,6984,260,9,1312,0.26021420071400236
0.6000000000000001,15,6984,260,15,1313,0.26041253470844905
0.6000000000000001,15,6984,260,25,1314,0.2606108687028957
0.6000000000000001,16,6984,283,0,953,0.18901229670765568
0.6000000000000001,16,6984,283,1,1209,0.2397857992859976
0.6000000000000001,16,6984,283,2,1297,0.2572391907973027
0.6000000000000001,16,6984,283,3,1331,0.2639825466084887
0.6000000000000001,16,6984,283,5,1367,0.271122570408568
0.6000000000000001,16,6984,283,9,1391,0.2758825862752876
0.6000000000000001,16,6984,283,15,1397,0.27707259024196745
0.6000000000000001,16,6984,283,25,1398,0.27727092423641414
0.6000000000000001,17,6984,225,0,771,0.15291550971836573
0.6000000000000001,17,6984,225,1,971,0.19258230860769535
0.6000000000000001,17,6984,225,2,1027,0.20368901229670766
0.6000000000000001,17,6984,225,3,1055,0.2092423641412138
0.6000000000000001,17,6984,225,5,1081,0.21439904799682666
0.6000000000000001,17,6984,225,9,1104,0.21896072986909956
0.6000000000000001,17,6984,225,15,1105,0.21915906386354622
0.6000000000000001,17,6984,225,25,1106,0.21935739785799285
0.6000000000000001,18,6984,198,0,547,0.10848869496231654
0.6000000000000001,18,6984,198,1,714,0.1416104720349068
0.6000000000000001,18,6984,198,2,812,0.1610472034906783
0.6000000000000001,18,6984,198,3,842,0.16699722332407774
0.6000000000000001,18,6984,198,5,869,0.17235224117413725
0.6000000000000001,18,6984,198,9,876,0.17374057913526378
0.6000000000000001,18,6984,198,15,882,0.17493058310194368
0.6000000000000001,18,6984,198,25,883,0.1751289170963903
0.6000000000000001,19,6984,282,0,900,0.17850059500198334
0.6000000000000001,19,6984,282,1,1140,0.2261007536691789
0.6000000000000001,19,6984,282,2,1195,0.23700912336374455
0.6000000000000001,19,6984,282,3,1234,0.24474414914716383
0.6000000000000001,19,6984,282,5,1246,0.2471241570805236
0.6000000000000001,19,6984,282,9,1258,0.24950416501388337
0.6000000000000001,19,6984,282,15,1260,0.24990083300277668
0.6000000000000001,19,6984,282,25,1261,0.25009916699722334
0.6000000000000001,20,6984,275,0,886,0.17572391907973026
0.6000000000000001,20,6984,275,1,1121,0.22233240777469257
0.6000000000000001,20,6984,275,2,1172,0.23244744149147165
0.6000000000000001,20,6984,275,3,1205,0.23899246330821103
0.6000000000000001,20,6984,275,5,1232,0.24434748115827054
0.6000000000000001,20,6984,275,9,1243,0.24652915509718365
0.6000000000000001,20,6984,275,15,1245,0.24692582308607694
0.6000000000000001,20,6984,275,25,1246,0.2471241570805236
0.6000000000000001,21,6984,261,0,845,0.16759222530741769
0.6000000000000001,21,6984,261,1,1075,0.21320904403014676
0.6000000000000001,21,6984,261,2,1145,0.22709242364141213
0.6000000000000001,21,6984,261,3,1163,0.2306624355414518
0.6000000000000001,21,6984,261,5,1189,0.23581911939706465
0.6000000000000001,21,6984,261,9,1211,0.24018246727489093
0.6000000000000001,21,6984,261,15,1217,0.2413724712415708
0.6000000000000001,21,6984,261,25,1218,0.24157080523601746
0.6000000000000001,22,6984,239,0,696,0.13804046013486712
0.6000000000000001,22,6984,239,1,927,0.18385561285204283
0.6000000000000001,22,6984,239,2,986,0.1955573185243951
0.6000000000000001,22,6984,239,3,1049,0.2080523601745339
0.6000000000000001,22,6984,239,5,1124,0.22292740975803252
0.6000000000000001,22,6984,239,9,1219,0.24176913923046411
0.6000000000000001,22,6984,239,15,1226,0.24315747719159064
0.6000000000000001,22,6984,239,25,1227,0.24335581118603727
0.6000000000000001,23,6984,213,0,763,0.15132883776279255
0.6000000000000001,23,6984,213,1,935,0.18544228480761601
0.6000000000000001,23,6984,213,2,982,0.19476398254660848
0.6000000000000001,23,6984,213,3,1015,0.20130900436334787
0.6000000000000001,23,6984,213,5,1055,0.2092423641412138
0.6000000000000001,23,6984,213,9,1079,0.21400238000793337
0.6000000000000001,23,6984,213,15,1081,0.21439904799682666
0.6000000000000001,23,6984,213,25,1082,0.21459738199127332
0.6000000000000001,24,6984,238,0,821,0.16283220944069812
0.6000000000000001,24,6984,238,1,1041,0.20646568821896072
0.6000000000000001,24,6984,238,2,1119,0.22193573978579928
0.6000000000000001,24,6984,238,3,1155,0.2290757635858786
0.6000000000000001,24,6984,238,5,1198,0.2376041253470845
0.6000000000000001,24,6984,238,9,1220,0.24196747322491075
0.6000000000000001,24,6984,238,15,1226,0.24315747719159064
0.6000000000000001,24,6984,238,25,1227,0.24335581118603727
0.6000000000000001,25,6984,258,0,851,0.16878222927409758
0.6000000000000001,25,6984,258,1,1065,0.21122570408568028
0.6000000000000001,25,6984,258,2,1120,0.22213407378024594
0.6000000000000001,25,6984,258,3,1142,0.22649742165807218
0.6000000000000001,25,6984,258,5,1180,0.23403411344704483
0.6000000000000001,25,6984,258,9,1201,0.23819912733042445
0.6000000000000001,25,6984,258,15,1202,0.23839746132487108
0.6000000000000001,25,6984,258,25,1203,0.23859579531931774
0.6500000000000001,1,7566,236,0,812,0.1610472034906783
0.6500000000000001,1,7566,236,1,1033,0.20487901626338753
0.6500000000000001,1,7566,236,2,1129,0.22391907973026576
0.6500000000000001,1,7566,236,3,1162,0.23046410154700517
0.6500000000000001,1,7566,236,5,1190,0.2360174533915113
0.6500000000000001,1,7566,236,9,1217,0.2413724712415708
0.6500000000000001,1,7566,236,15,1223,0.2425624752082507
0.6500000000000001,1,7566,236,25,1224,0.24276080920269735
0.6500000000000001,2,7566,252,0,843,0.1671955573185244
0.6500000000000001,2,7566,252,1,1072,0.2126140420468068
0.6500000000000001,2,7566,252,2,1115,0.2211424038080127
0.6500000000000001,2,7566,252,3,1136,0.22530741769139231
0.6500000000000001,2,7566,252,5,1158,0.22967076556921856
0.6500000000000001,2,7566,252,9,1180,0.23403411344704483
0.6500000000000001,2,7566,252,15,1186,0.2352241174137247
0.6500000000000001,2,7566,252,25,1187,0.23542245140817136
0.6500000000000001,3,7566,238,0,715,0.14180880602935342
0.6500000000000001,3,7566,238,1,982,0.19476398254660848
0.6500000000000001,3,7566,238,2,1050,0.20825069416898057
0.6500000000000001,3,7566,238,3,1077,0.21360571201904005
0.6500000000000001,3,7566,238,5,1097,0.21757239190797303
0.6500000000000001,3,7566,238,9,1113,0.2207457358191194
0.6500000000000001,3,7566,238,15,1119,0.22193573978579928
0.6500000000000001,3,7566,238,25,1119,0.22193573978579928
0.6500000000000001,4,7566,274,0,817,0.16203887346291154
0.6500000000000001,4,7566,274,1,1065,0.21122570408568028
0.6500000000000001,4,7566,274,2,1139,0.22590241967473224
0.6500000000000001,4,7566,274,3,1194,0.2368107893692979
0.6500000000000001,4,7566,274,5,1263,0.2504958349861166
0.6500000000000001,4,7566,274,9,1356,0.2689408964696549
0.6500000000000001,4,7566,274,15,1363,0.27032923443078144
0.6500000000000001,4,7566,274,25,1364,0.27052756842522807
0.6500000000000001,5,7566,317,0,1012,0.20071400238000794
0.6500000000000001,5,7566,317,1,1266,0.25109083696945655
0.6500000000000001,5,7566,317,2,1345,0.26675922253074175
0.6500000000000001,5,7566,317,3,1377,0.2731059103530345
0.6500000000000001,5,7566,317,5,1410,0.2796509321697739
0.6500000000000001,5,7566,317,9,1428,0.2832209440698136
0.6500000000000001,5,7566,317,15,1429,0.2834192780642602
0.6500000000000001,5,7566,317,25,1430,0.28361761205870684
0.6500000000000001,6,7566,272,0,866,0.1717572391907973
0.6500000000000001,6,7566,272,1,1126,0.22332407774692584
0.6500000000000001,6,7566,272,2,1199,0.23780245934153113
0.6500000000000001,6,7566,272,3,1235,0.24494248314161046
0.6500000000000001,6,7566,272,5,1275,0.2528758429194764
0.6500000000000001,6,7566,272,9,1293,0.25644585481951604
0.6500000000000001,6,7566,272,15,1298,0.2574375247917493
0.6500000000000001,6,7566,272,25,1298,0.2574375247917493
0.6500000000000001,7,7566,228,0,819,0.16243554145180483
0.6500000000000001,7,7566,228,1,1106,0.21935739785799285
0.6500000000000001,7,7566,228,2,1207,0.23938913129710432
0.6500000000000001,7,7566,228,3,1233,0.24454581515271717
0.6500000000000001,7,7566,228,5,1266,0.25109083696945655
0.6500000000000001,7,7566,228,9,1284,0.25466084886949625
0.6500000000000001,7,7566,228,15,1285,0.2548591828639429
0.6500000000000001,7,7566,228,25,1286,0.2550575168583895
0.6500000000000001,8,7566,224,0,824,0.16342721142403807
0.6500000000000001,8,7566,224,1,1081,0.21439904799682666
0.6500000000000001,8,7566,224,2,1133,0.22471241570805237
0.6500000000000001,8,7566,224,3,1189,0.23581911939706465
0.6500000000000001,8,7566,224,5,1216,0.24117413724712417
0.6500000000000001,8,7566,224,9,1233,0.24454581515271717
0.6500000000000001,8,7566,224,15,1235,0.24494248314161046
0.6500000000000001,8,7566,224,25,1236,0.24514081713605712
0.6500000000000001,9,7566,271,0,905,0.17949226497421658
0.6500000000000001,9,7566,271,1,1155,0.2290757635858786
0.6500000000000001,9,7566,271,2,1200,0.2380007933359778
0.6500000000000001,9,7566,271,3,1232,0.24434748115827054
0.6500000000000001,9,7566,271,5,1266,0.25109083696945655
0.6500000000000001,9,7566,271,9,1285,0.2548591828639429
0.6500000000000001,9,7566,271,15,1290,0.25585085283617615
0.6500000000000001,9,7566,271,25,1290,0.25585085283617615
0.6500000000000001,10,7566,247,0,727,0.1441888139627132
0.6500000000000001,10,7566,247,1,937,0.18583895279650933
0.6500000000000001,10,7566,247,2,1007,0.1997223324077747
0.6500000000000001,10,7566,247,3,1042,0.20666402221340738
0.6500000000000001,10,7566,247,5,1129,0.22391907973026576
0.6500000000000001,10,7566,247,9,1221,0.2421658072193574
0.6500000000000001,10,7566,247,15,1223,0.2425624752082507
0.6500000000000001,10,7566,247,25,1224,0.24276080920269735
0.6500000000000001,11,7566,246,0,741,0.14696548988496627
0.6500000000000001,11,7566,246,1,1019,0.20210234034113447
0.6500000000000001,11,7566,246,2,1104,0.21896072986909956
0.6500000000000001,11,7566,246,3,1143,0.22669575565251884
0.6500000000000001,11,7566,246,5,1172,0.23244744149147165
0.6500000000000001,11,7566,246,9,1193,0.23661245537485126
0.6500000000000001,11,7566,246,15,1200,0.2380007933359778
0.6500000000000001,11,7566,246,25,1201,0.23819912733042445
0.6500000000000001,12,7566,252,0,819,0.16243554145180483
0.6500000000000001,12,7566,252,1,1060,0.21023403411344704
0.6500000000000001,12,7566,252,2,1154,0.22887742959143198
0.6500000000000001,12,7566,252,3,1191,0.23621578738595794
0.6500000000000001,12,7566,252,5,1232,0.24434748115827054
0.6500000000000001,12,7566,252,9,1251,0.24811582705275684
0.6500000000000001,12,7566,252,15,1258,0.24950416501388337
0.6500000000000001,12,7566,252,25,1259,0.24970249900833003
0.6500000000000001,13,7566,267,0,894,0.17731059103530344
0.6500000000000001,13,7566,267,1,1138,0.2257040856802856
0.6500000000000001,13,7566,267,2,1223,0.2425624752082507
0.6500000000000001,13,7566,267,3,1253,0.24851249504165013
0.6500000000000001,13,7566,267,5,1287,0.2552558508528362
0.6500000000000001,13,7566,267,9,1305,0.25882586275287583
0.6500000000000001,13,7566,267,15,1312,0.26021420071400236
0.6500000000000001,13,7566,267,25,1313,0.26041253470844905
0.6500000000000001,14,7566,206,0,658,0.1305037683458945
0.6500000000000001,14,7566,206,1,858,0.1701705672352241
0.6500000000000001,14,7566,206,2,916,0.18167393891312972
0.6500000000000001,14,7566,206,3,946,0.18762395874652915
0.6500000000000001,14,7566,206,5,1009,0.200119000396668
0.6500000000000001,14,7566,206,9,1095,0.21717572391907974
0.6500000000000001,14,7566,206,15,1097,0.21757239190797303
0.6500000000000001,14,7566,206,25,1098,0.21777072590241967
0.6500000000000001,15,7566,245,0,872,0.1729472431574772
0.6500000000000001,15,7566,245,1,1108,0.21975406584688614
0.6500000000000001,15,7566,245,2,1149,0.22788575961919874
0.6500000000000001,15,7566,245,3,1187,0.23542245140817136
0.6500000000000001,15,7566,245,5,1212,0.24038080126933756
0.6500000000000001,15,7566,245,9,1225,0.24295914319714398
0.6500000000000001,15,7566,245,15,1232,0.24434748115827054
0.6500000000000001,15,7566,245,25,1233,0.24454581515271717
0.6500000000000001,16,7566,314,0,975,0.19337564458548195
0.6500000000000001,16,7566,314,1,1227,0.24335581118603727
0.6500000000000001,16,7566,314,2,1305,0.25882586275287583
0.6500000000000001,16,7566,314,3,1338,0.2653708845696152
0.6500000000000001,16,7566,314,5,1366,0.2709242364141214
0.6500000000000001,16,7566,314,9,1385,0.2746925823086077
0.6500000000000001,16,7566,314,15,1390,0.2756842522808409
0.6500000000000001,16,7566,314,25,1390,0.2756842522808409
0.6500000000000001,17,7566,284,0,904,0.17929393097976992
0.6500000000000001,17,7566,284,1,1136,0.22530741769139231
0.6500000000000001,17,7566,284,2,1207,0.23938913129710432
0.6500000000000001,17,7566,284,3,1240,0.2459341531138437
0.6500000000000001,17,7566,284,5,1262,0.25029750099167
0.6500000000000001,17,7566,284,9,1285,0.2548591828639429
0.6500000000000001,17,7566,284,15,1291,0.2560491868306228
0.6500000000000001,17,7566,284,25,1292,0.2562475208250694
0.6500000000000001,18,7566,245,0,745,0.14775882586275288
0.6500000000000001,18,7566,245,1,964,0.19119397064656882
0.6500000000000001,18,7566,245,2,1018,0.20190400634668781
0.6500000000000001,18,7566,245,3,1039,0.20606902023006743
0.6500000000000001,18,7566,245,5,1056,0.20944069813566046
0.6500000000000001,18,7566,245,9,1072,0.2126140420468068
0.6500000000000001,18,7566,245,15,1073,0.21281237604125347
0.6500000000000001,18,7566,245,25,1074,0.21301071003570013
0.6500000000000001,19,7566,297,0,874,0.1733439111463705
0.6500000000000001,19,7566,297,1,1105,0.21915906386354622
0.6500000000000001,19,7566,297,2,1153,0.22867909559698532
0.6500000000000001,19,7566,297,3,1180,0.23403411344704483
0.6500000000000001,19,7566,297,5,1208,0.23958746529155098
0.6500000000000001,19,7566,297,9,1227,0.24335581118603727
0.6500000000000001,19,7566,297,15,1234,0.24474414914716383
0.6500000000000001,19,7566,297,25,1235,0.24494248314161046
0.6500000000000001,20,7566,283,0,1006,0.19952399841332805
0.6500000000000001,20,7566,283,1,1317,0.26120587068623563
0.6500000000000001,20,7566,283,2,1388,0.27528758429194766
0.6500000000000001,20,7566,283,3,1425,0.2826259420864736
0.6500000000000001,20,7566,283,5,1464,0.2903609678698929
0.6500000000000001,20,7566,283,9,1483,0.29412931376437923
0.6500000000000001,20,7566,283,15,1489,0.29531931773105913
0.6500000000000001,20,7566,283,25,1490,0.29551765172550576
0.6500000000000001,21,7566,320,0,1043,0.20686235620785404
0.6500000000000001,21,7566,320,1,1316,0.261007536691789
0.6500000000000001,21,7566,320,2,1396,0.2768742562475208
0.6500000000000001,21,7566,320,3,1434,0.28441094803649347
0.6500000000000001,21,7566,320,5,1459,0.28936929789765964
0.6500000000000001,21,7566,320,9,1476,0.2927409758032527
0.6500000000000001,21,7566,320,15,1483,0.29412931376437923
0.6500000000000001,21,7566,320,25,1484,0.29432764775882586
0.6500000000000001,22,7566,287,0,954,0.18921063070210234
0.6500000000000001,22,7566,287,1,1239,0.24573581911939707
0.6500000000000001,22,7566,287,2,1311,0.26001586671955573
0.6500000000000001,22,7566,287,3,1362,0.2701309004363348
0.6500000000000001,22,7566,287,5,1396,0.2768742562475208
0.6500000000000001,22,7566,287,9,1420,0.28163427211424036
0.6500000000000001,22,7566,287,15,1426,0.28282427608092026
0.6500000000000001,22,7566,287,25,1427,0.28302261007536694
0.6500000000000001,23,7566,289,0,931,0.18464894882982943
0.6500000000000001,23,7566,289,1,1149,0.22788575961919874
0.6500000000000001,23,7566,289,2,1219,0.24176913923046411
0.6500000000000001,23,7566,289,3,1253,0.24851249504165013
0.6500000000000001,23,7566,289,5,1319,0.2616025386751289
0.6500000000000001,23,7566,289,9,1334,0.26457754859182864
0.6500000000000001,23,7566,289,15,1339,0.2655692185640619
0.6500000000000001,23,7566,289,25,1339,0.2655692185640619
0.6500000000000001,24,7566,221,0,735,0.1457754859182864
0.6500000000000001,24,7566,221,1,993,0.19694565648552162
0.6500000000000001,24,7566,221,2,1088,0.2157873859579532
0.6500000000000001,24,7566,221,3,1120,0.22213407378024594
0.6500000000000001,24,7566,221,5,1152,0.22848076160253866
0.6500000000000001,24,7566,221,9,1172,0.23244744149147165
0.6500000000000001,24,7566,221,15,1178,0.23363744545815152
0.6500000000000001,24,7566,221,25,1179,0.23383577945259817
0.6500000000000001,25,7566,278,0,915,0.18147560491868306
0.6500000000000001,25,7566,278,1,1151,0.22828242760809203
0.6500000000000001,25,7566,278,2,1205,0.23899246330821103
0.6500000000000001,25,7566,278,3,1230,0.24395081316937722
0.6500000000000001,25,7566,278,5,1267,0.2512891709639032
0.6500000000000001,25,7566,278,9,1286,0.2550575168583895
0.6500000000000001,25,7566,278,15,1292,0.2562475208250694
0.6500000000000001,25,7566,278,25,1293,0.25644585481951604
0.7000000000000001,1,8148,301,0,1000,0.19833399444664815
0.7000000000000001,1,8148,301,1,1311,0.26001586671955573
0.7000000000000001,1,8148,301,2,1376,0.27290757635858787
0.7000000000000001,1,8148,301,3,1414,0.2804442681475605
0.7000000000000001,1,8148,301,5,1454,0.2883776279254264
0.7000000000000001,1,8148,301,9,1478,0.29313764379214596
0.7000000000000001,1,8148,301,15,1484,0.29432764775882586
0.7000000000000001,1,8148,301,25,1485,0.2945259817532725
0.7000000000000001,2,8148,299,0,990,0.19635065450218167
0.7000000000000001,2,8148,299,1,1282,0.25426418088060293
0.7000000000000001,2,8148,299,2,1342,0.2661642205474018
0.7000000000000001,2,8148,299,3,1377,0.2731059103530345
0.7000000000000001,2,8148,299,5,1398,0.27727092423641414
0.7000000000000001,2,8148,299,9,1407,0.27905593018643393
0.7000000000000001,2,8148,299,15,1409,0.27945259817532725
0.7000000000000001,2,8148,299,25,1410,0.2796509321697739
0.7000000000000001,3,8148,284,0,980,0.1943673145577152
0.7000000000000001,3,8148,284,1,1225,0.24295914319714398
0.7000000000000001,3,8148,284,2,1275,0.2528758429194764
0.7000000000000001,3,8148,284,3,1309,0.2596191987306624
0.7000000000000001,3,8148,284,5,1339,0.2655692185640619
0.7000000000000001,3,8148,284,9,1352,0.26814756049186833
0.7000000000000001,3,8148,284,15,1358,0.2693375644585482
0.7000000000000001,3,8148,284,25,1359,0.26953589845299486
0.7000000000000001,4,8148,334,0,1100,0.21816739389131298
0.7000000000000001,4,8148,334,1,1424,0.282427608092027
0.7000000000000001,4,8148,334,2,1516,0.3006743355811186
0.7000000000000001,4,8148,334,3,1558,0.30900436334787784
0.7000000000000001,4,8148,334,5,1582,0.3137643792145974
0.7000000000000001,4,8148,334,9,1601,0.3175327251090837
0.7000000000000001,4,8148,334,15,1608,0.31892106307021023
0.7000000000000001,4,8148,334,25,1609,0.31911939706465686
0.7000000000000001,5,8148,279,0,922,0.1828639428798096
0.7000000000000001,5,8148,279,1,1189,0.23581911939706465
0.7000000000000001,5,8148,279,2,1283,0.25446251487504956
0.7000000000000001,5,8148,279,3,1311,0.26001586671955573
0.7000000000000001,5,8148,279,5,1347,0.26715589051963506
0.7000000000000001,5,8148,279,9,1364,0.27052756842522807
0.7000000000000001,5,8148,279,15,1365,0.27072590241967476
0.7000000000000001,5,8148,279,25,1366,0.2709242364141214
0.7000000000000001,6,8148,287,0,971,0.19258230860769535
0.7000000000000001,6,8148,287,1,1247,0.24732249107497026
0.7000000000000001,6,8148,287,2,1331,0.2639825466084887
0.7000000000000001,6,8148,287,3,1358,0.2693375644585482
0.7000000000000001,6,8148,287,5,1396,0.2768742562475208
0.7000000000000001,6,8148,287,9,1415,0.28064260214200715
0.7000000000000001,6,8148,287,15,1422,0.2820309401031337
0.7000000000000001,6,8148,287,25,1423,0.2822292740975803
0.7000000000000001,7,8148,281,0,959,0.19020230067433558
0.7000000000000001,7,8148,281,1,1255,0.24890916303054345
0.7000000000000001,7,8148,281,2,1314,0.2606108687028957
0.7000000000000001,7,8148,281,3,1354,0.2685442284807616
0.7000000000000001,7,8148,281,5,1385,0.2746925823086077
0.7000000000000001,7,8148,281,9,1402,0.2780642602142007
0.7000000000000001,7,8148,281,15,1404,0.27846092820309404
0.7000000000000001,7,8148,281,25,1405,0.27865926219754067
0.7000000000000001,8,8148,313,0,982,0.19476398254660848
0.7000000000000001,8,8148,313,1,1242,0.24633082110273702
0.7000000000000001,8,8148,313,2,1314,0.2606108687028957
0.7000000000000001,8,8148,313,3,1348,0.2673542245140817
0.7000000000000001,8,8148,313,5,1370,0.27171757239190797
0.7000000000000001,8,8148,313,9,1392,0.27608092026973424
0.7000000000000001,8,8148,313,15,1394,0.2764775882586275
0.7000000000000001,8,8148,313,25,1395,0.2766759222530742
0.7000000000000001,9,8148,288,0,879,0.17433558111860373
0.7000000000000001,9,8148,288,1,1114,0.22094406981356604
0.7000000000000001,9,8148,288,2,1160,0.23006743355811185
0.7000000000000001,9,8148,288,3,1199,0.23780245934153113
0.7000000000000001,9,8148,288,5,1216,0.24117413724712417
0.7000000000000001,9,8148,288,9,1229,0.2437524791749306
0.7000000000000001,9,8148,288,15,1230,0.24395081316937722
0.7000000000000001,9,8148,288,25,1230,0.24395081316937722
0.7000000000000001,10,8148,192,0,641,0.12713209044030147
0.7000000000000001,10,8148,192,1,864,0.171360571201904
0.7000000000000001,10,8148,192,2,906,0.17969059896866324
0.7000000000000001,10,8148,192,3,944,0.18722729075763586
0.7000000000000001,10,8148,192,5,1028,0.2038873462911543
0.7000000000000001,10,8148,192,9,1121,0.22233240777469257
0.7000000000000001,10,8148,192,15,1122,0.22253074176913923
0.7000000000000001,10,8148,192,25,1123,0.2227290757635859
0.7000000000000001,11,8148,290,0,926,0.1836572788575962
0.7000000000000001,11,8148,290,1,1154,0.22887742959143198
0.7000000000000001,11,8148,290,2,1218,0.24157080523601746
0.7000000000000001,11,8148,290,3,1269,0.2516858389527965
0.7000000000000001,11,8148,290,5,1363,0.27032923443078144
0.7000000000000001,11,8148,290,9,1390,0.2756842522808409
0.7000000000000001,11,8148,290,15,1397,0.27707259024196745
0.7000000000000001,11,8148,290,25,1398,0.27727092423641414
0.7000000000000001,12,8148,313,0,955,0.189408964696549
0.7000000000000001,12,8148,313,1,1237,0.24533915113050378
0.7000000000000001,12,8148,313,2,1330,0.26378421261404206
0.7000000000000001,12,8148,313,3,1371,0.2719159063863546
0.7000000000000001,12,8148,313,5,1394,0.2764775882586275
0.7000000000000001,12,8148,313,9,1406,0.2788575961919873
0.7000000000000001,12,8148,313,15,1412,0.2800476001586672
0.7000000000000001,12,8148,313,25,1412,0.2800476001586672
0.7000000000000001,13,8148,235,0,748,0.14835382784609283
0.7000000000000001,13,8148,235,1,984,0.19516065053550177
0.7000000000000001,13,8148,235,2,1061,0.2104323681078937
0.7000000000000001,13,8148,235,3,1115,0.2211424038080127
0.7000000000000001,13,8148,235,5,1202,0.23839746132487108
0.7000000000000001,13,8148,235,9,1295,0.25684252280840936
0.7000000000000001,13,8148,235,15,1301,0.25803252677508925
