id,pub_id,assigned,assigned_to,asssigned_timestamp
3052,PMC3905533,1,yashkar,2018-02-24 01:53:24
3053,PMC2731541,1,yashkar,2018-02-24 01:56:11
3054,PMC3816860,1,yashkar,2018-02-24 01:58:01
3055,PMC4633460,1,yashkar,2018-02-24 01:59:50
3056,PMC5405846,1,yashkar,2018-02-24 02:01:01
3057,PMC2736531,1,yashkar,2018-02-24 02:02:43
3058,PMC4497354,1,henryrossiter,2018-02-24 12:25:20
3059,PMC4720847,1,henryrossiter,2018-02-24 12:42:53
3060,PMC4138420,1,henryrossiter,2018-02-24 12:56:42
3061,PMC3995267,1,evelynkue,2018-02-24 21:42:35
3062,PMC3355962,1,evelynkue,2018-02-24 21:49:52
3063,PMC5178839,1,evelynkue,2018-02-24 22:45:43
3064,PMC4675898,1,evelynkue,2018-02-24 22:59:15
3065,PMC4966572,1,carsonbrown19,2018-02-25 18:18:47
3066,PMC3671002,1,carsonbrown19,2018-02-25 18:24:51
3067,PMC4220282,1,carsonbrown19,2018-02-25 18:27:58
3068,PMC4496510,1,carsonbrown19,2018-02-25 18:29:19
3069,PMC5467718,1,tonyli0409,2018-02-25 21:29:14
3070,PMC4720104,1,tonyli0409,2018-02-25 21:29:15
3071,PMC5322213,1,tonyli0409,2018-02-25 21:29:16
3072,PMC4097190,1,tonyli0409,2018-02-25 21:29:16
3073,PMC4590259,1,tonyli0409,2018-02-25 21:29:17
3074,PMC4790474,1,tonyli0409,2018-02-25 21:29:18
3075,PMC4664766,1,tonyli0409,2018-02-25 21:29:19
3076,PMC4541475,1,evelynkue,2018-02-25 22:50:41
3077,PMC5066378,1,sehreenali,2018-02-25 23:21:33
3078,PMC3084564,1,evelynkue,2018-02-25 23:30:44
3079,PMC5131455,1,henryrossiter,2018-02-25 23:36:38
3080,PMC5041470,1,henryrossiter,2018-02-25 23:52:23
3081,PMC3876307,1,henryrossiter,2018-02-26 01:21:50
3082,PMC5133663,1,jackchristen,2018-02-26 10:26:08
3083,PMC3745292,1,ankimnguyen,2018-02-26 10:26:10
3084,PMC5300293,1,ankimnguyen,2018-02-26 10:32:40
3085,PMC4368133,1,ankimnguyen,2018-02-26 10:36:17
3086,PMC3474945,1,ankimnguyen,2018-02-26 10:38:21
3087,PMC4059915,1,henryrossiter,2018-02-26 10:43:36
3088,PMC3585443,1,ankimnguyen,2018-02-26 10:46:36
3089,PMC5098051,1,henryrossiter,2018-02-26 10:47:17
3090,PMC4720201,1,jackchristen,2018-02-26 16:09:44
3091,PMC4157998,1,jackchristen,2018-02-26 18:13:49
3092,PMC4371379,1,evelynkue,2018-02-26 21:07:45
3093,PMC5359128,1,henryrossiter,2018-02-26 21:19:41
3094,PMC4230595,1,henryrossiter,2018-02-26 21:32:14
3095,PMC4584665,1,tonyli0409,2018-02-27 09:28:18
3096,PMC4977069,1,monicacho92,2018-03-02 09:48:48
3097,PMC5073501,1,evelynkue,2018-03-02 09:57:42
3098,PMC2927682,1,caifand,2018-03-02 10:03:14
3099,PMC4302498,1,ambermomin,2018-03-02 10:12:43
3100,PMC4023363,1,alexthomas4,2018-03-02 10:16:01
3101,PMC3295389,1,mprabhudesai,2018-03-02 10:19:10
3102,PMC5118828,1,mrcyndns,2018-03-02 10:46:20
3103,PMC4442902,1,mprabhudesai,2018-03-02 11:01:35
3104,PMC3569118,1,mrcyndns,2018-03-02 11:13:24
3105,PMC4355434,1,ambermomin,2018-03-02 11:36:00
3106,PMC5391828,1,jackchristen,2018-03-02 12:25:32
3107,PMC3790051,1,jackchristen,2018-03-02 13:18:04
3108,PMC3223032,1,jackchristen,2018-03-02 13:51:05
3109,PMC4387613,1,henryrossiter,2018-03-02 14:00:58
3110,PMC3664807,1,jackchristen,2018-03-02 14:15:52
3111,PMC4421576,1,henryrossiter,2018-03-02 14:41:04
3112,PMC4597519,1,caifand,2018-03-02 17:43:21
3113,PMC3837047,1,slungu99,2018-03-02 20:29:50
3114,PMC4270309,1,shruti2611,2018-03-02 20:59:45
3115,PMC2908881,1,tonyli0409,2018-03-02 22:10:43
3116,PMC4486157,1,tonyli0409,2018-03-02 22:13:30
3117,PMC5120888,1,tonyli0409,2018-03-02 22:13:31
3118,PMC4634622,1,tonyli0409,2018-03-02 22:13:31
3119,PMC3782730,1,tonyli0409,2018-03-02 22:13:32
3120,PMC4921935,1,tonyli0409,2018-03-02 22:13:33
3121,PMC3433859,1,tonyli0409,2018-03-02 22:13:34
3122,PMC3258687,1,tonyli0409,2018-03-02 22:13:34
3123,PMC4780720,1,tonyli0409,2018-03-02 22:13:36
3124,PMC3498803,1,tonyli0409,2018-03-02 22:13:36
3125,PMC5146645,1,shruti2611,2018-03-02 22:29:34
3126,PMC3242594,1,shruti2611,2018-03-03 00:15:54
3127,PMC2553567,1,tonyli0409,2018-03-03 00:51:23
3128,PMC4582469,1,tonyli0409,2018-03-03 00:51:24
3129,PMC5299485,1,tonyli0409,2018-03-03 01:04:19
3130,PMC2887951,1,tonyli0409,2018-03-03 01:04:21
3131,PMC4523486,1,tonyli0409,2018-03-03 01:04:22
3132,PMC2687073,1,shruti2611,2018-03-03 01:34:17
3133,PMC4012669,1,tonyli0409,2018-03-03 01:42:27
3134,PMC3091210,1,henryrossiter,2018-03-03 08:55:12
3135,PMC3639448,1,henryrossiter,2018-03-03 09:21:07
3136,PMC3010901,1,jackchristen,2018-03-03 17:27:39
3137,PMC4376262,1,sehreenali,2018-03-03 19:22:00
3138,PMC4975289,1,ambermomin,2018-03-03 20:06:18
3139,PMC4668168,1,ambermomin,2018-03-03 20:35:26
3140,PMC3608489,1,tonyli0409,2018-03-03 23:53:37
3141,PMC3710983,1,tonyli0409,2018-03-03 23:53:37
3142,PMC5324669,1,tonyli0409,2018-03-03 23:53:38
3143,PMC4586740,1,tonyli0409,2018-03-03 23:54:00
3144,PMC4939487,1,tonyli0409,2018-03-03 23:54:00
3145,PMC2661600,1,tonyli0409,2018-03-03 23:54:01
3146,PMC3123123,1,tonyli0409,2018-03-03 23:54:07
3147,PMC1781122,1,tonyli0409,2018-03-03 23:54:08
3148,PMC5040012,1,henryrossiter,2018-03-04 08:39:50
3149,PMC2782970,1,henryrossiter,2018-03-04 09:01:13
3150,PMC5114716,1,henryrossiter,2018-03-04 09:54:21
3151,PMC3489763,1,jackchristen,2018-03-04 12:06:52
3152,PMC5272932,1,jackchristen,2018-03-04 12:29:16
3153,PMC4621286,1,tonyli0409,2018-03-04 19:30:15
3154,PMC4725242,1,tonyli0409,2018-03-04 19:30:16
3155,PMC3544755,1,tonyli0409,2018-03-04 19:30:16
3156,PMC3941719,1,tonyli0409,2018-03-04 19:30:17
3157,PMC3542452,1,tonyli0409,2018-03-04 19:30:17
3158,PMC4731563,1,tonyli0409,2018-03-04 19:30:18
3159,PMC5147084,1,tonyli0409,2018-03-04 19:30:19
3160,PMC4078747,1,tonyli0409,2018-03-04 19:30:20
3161,PMC5473596,1,tonyli0409,2018-03-04 19:30:20
3162,PMC3822109,1,tonyli0409,2018-03-04 19:30:21
3163,PMC4295038,1,henryrossiter,2018-03-04 20:12:27
3164,PMC5332878,1,henryrossiter,2018-03-04 20:18:21
3165,PMC3287198,1,henryrossiter,2018-03-04 20:31:21
3166,PMC4168877,1,sehreenali,2018-03-04 20:43:45
3167,PMC4977818,1,sehreenali,2018-03-04 21:13:11
3168,PMC4434997,1,tonyli0409,2018-03-04 21:26:02
3169,PMC3724279,1,tonyli0409,2018-03-04 21:26:02
3170,PMC4913561,1,tonyli0409,2018-03-04 21:26:03
3171,PMC3138425,1,tonyli0409,2018-03-04 21:26:04
3172,PMC5293436,1,tonyli0409,2018-03-04 21:26:05
3173,PMC4133965,1,jackchristen,2018-03-05 10:25:21
3174,PMC3331379,1,ankimnguyen,2018-03-05 11:44:08
3175,PMC4614601,1,ankimnguyen,2018-03-05 11:46:47
3176,PMC2994120,1,jackchristen,2018-03-05 12:33:12
3177,PMC4128792,1,caifand,2018-03-05 17:23:21
3178,PMC5039115,1,ambermomin,2018-03-05 18:15:23
3179,PMC3816894,1,ambermomin,2018-03-05 18:25:44
3180,PMC3086621,1,ambermomin,2018-03-05 18:33:11
3181,PMC4705047,1,jackchristen,2018-03-05 20:53:07
3182,PMC5327171,1,henryrossiter,2018-03-05 21:19:23
3183,PMC4214777,1,henryrossiter,2018-03-05 21:39:34
3184,PMC4689842,1,jackchristen,2018-03-05 21:47:16
3185,PMC4368909,1,courtneybroderick,2018-03-06 09:45:36
3186,PMC5006809,1,carsonbrown19,2018-03-06 13:58:43
3187,PMC5147108,1,carsonbrown19,2018-03-06 14:01:45
3188,PMC4208630,1,carsonbrown19,2018-03-06 14:02:54
3189,PMC4996928,1,carsonbrown19,2018-03-06 14:04:12
3190,PMC5029575,1,carsonbrown19,2018-03-06 14:05:33
3191,PMC5329788,1,carsonbrown19,2018-03-06 14:10:19
3192,PMC3939369,1,jackchristen,2018-03-06 16:19:52
3193,PMC3159478,1,alexthomas4,2018-03-06 16:44:22
3194,PMC2626662,1,jackchristen,2018-03-06 21:00:01
3195,PMC4012674,1,henryrossiter,2018-03-06 21:52:23
3196,PMC4163670,1,henryrossiter,2018-03-06 21:57:35
3197,PMC2447807,1,henryrossiter,2018-03-06 22:14:11
3198,PMC5108413,1,evelynkue,2018-03-06 23:01:39
3199,PMC4750115,1,evelynkue,2018-03-06 23:52:48
3200,PMC3797259,1,henryrossiter,2018-03-07 10:31:48
3201,PMC4543182,1,henryrossiter,2018-03-07 10:40:04
3202,PMC4408226,1,courtneybroderick,2018-03-07 17:17:08
3203,PMC4251206,1,carsonbrown19,2018-03-07 18:54:48
3204,PMC4216975,1,jackchristen,2018-03-07 20:14:13
3205,PMC3763098,1,jackchristen,2018-03-07 20:25:37
3206,PMC3315194,1,evelynkue,2018-03-07 22:02:34
3207,PMC4793029,1,evelynkue,2018-03-07 22:43:17
3208,PMC3977165,1,tonyli0409,2018-03-08 09:28:51
3209,PMC3521439,1,tonyli0409,2018-03-08 09:31:23
3210,PMC3200513,1,tonyli0409,2018-03-08 09:33:05
3211,PMC3055594,1,tonyli0409,2018-03-08 09:37:57
3212,PMC4286670,1,tonyli0409,2018-03-08 09:59:57
3213,PMC4427071,1,tonyli0409,2018-03-08 10:01:52
3214,PMC2773253,1,tonyli0409,2018-03-08 10:04:32
3215,PMC5084642,1,henryrossiter,2018-03-08 10:43:20
3216,PMC2556094,1,henryrossiter,2018-03-08 11:03:36
3217,PMC4618831,1,ankimnguyen,2018-03-08 11:45:32
3218,PMC3846813,1,jackchristen,2018-03-08 11:46:27
3219,PMC4174108,1,courtneybroderick,2018-03-08 12:03:52
3220,PMC4189227,1,mjsong1201,2018-03-08 12:05:20
3221,PMC3668108,1,ankimnguyen,2018-03-08 12:09:49
3222,PMC3357386,1,ankimnguyen,2018-03-08 12:13:04
3223,PMC2881388,1,courtneybroderick,2018-03-08 12:14:07
3224,PMC5063559,1,ankimnguyen,2018-03-08 12:30:51
3225,PMC4128692,1,mjsong1201,2018-03-08 12:35:56
3226,PMC4792212,1,courtneybroderick,2018-03-08 13:11:52
3227,PMC4504747,1,mjsong1201,2018-03-08 13:22:18
3228,PMC5125993,1,courtneybroderick,2018-03-08 13:30:36
3229,PMC5240282,1,alexthomas4,2018-03-08 13:40:20
3230,PMC2518727,1,mrcyndns,2018-03-08 13:43:47
3231,PMC4380214,1,courtneybroderick,2018-03-08 13:44:43
3232,PMC3460413,1,alexthomas4,2018-03-08 13:53:18
3233,PMC3730221,1,alexthomas4,2018-03-08 13:58:34
3234,PMC4664860,1,mjsong1201,2018-03-08 14:05:50
3235,PMC5025267,1,jackchristen,2018-03-08 14:16:24
3236,PMC4917775,1,jackchristen,2018-03-08 14:44:14
3237,PMC2826650,1,mrcyndns,2018-03-08 14:54:38
3238,PMC4108255,1,mrcyndns,2018-03-08 14:54:51
3239,PMC3466050,1,jackchristen,2018-03-08 18:34:40
3240,PMC4216798,1,evelynkue,2018-03-08 22:51:06
3241,PMC5387984,1,evelynkue,2018-03-08 23:23:37
3242,PMC3372960,1,evelynkue,2018-03-08 23:51:33
3243,PMC4176174,1,jackchristen,2018-03-09 00:18:10
3244,PMC4997152,1,mjsong1201,2018-03-09 09:17:08
3245,PMC3792603,1,mjsong1201,2018-03-09 09:18:01
3246,PMC5452632,1,mjsong1201,2018-03-09 09:26:16
3247,PMC4521676,1,shruti2611,2018-03-09 10:13:56
3248,PMC2958348,1,mjsong1201,2018-03-09 10:52:01
3249,PMC3764840,1,ankimnguyen,2018-03-09 11:18:38
3250,PMC4997123,1,ankimnguyen,2018-03-09 11:18:41
3251,PMC4468934,1,ankimnguyen,2018-03-09 11:18:43
3252,PMC3867720,1,ankimnguyen,2018-03-09 11:18:44
3253,PMC4407839,1,ankimnguyen,2018-03-09 11:18:45
3254,PMC4259556,1,jackchristen,2018-03-09 11:35:50
3255,PMC3134358,1,jackchristen,2018-03-09 12:02:35
3256,PMC3164564,1,jackchristen,2018-03-09 13:32:50
3257,PMC4345725,1,mrcyndns,2018-03-09 15:44:58
3258,PMC5018227,1,mrcyndns,2018-03-09 16:01:46
3259,PMC3392846,1,mrcyndns,2018-03-09 16:13:16
3260,PMC4930282,1,mrcyndns,2018-03-09 17:14:05
3261,PMC3879174,1,slungu99,2018-03-09 18:30:00
3262,PMC3520629,1,ambermomin,2018-03-09 19:07:53
3263,PMC3821792,1,ambermomin,2018-03-09 20:03:34
3264,PMC4027805,1,evelynkue,2018-03-09 20:26:00
3265,PMC5376127,1,evelynkue,2018-03-09 20:55:10
3266,PMC3829901,1,ambermomin,2018-03-09 21:44:02
3267,PMC4527497,1,ambermomin,2018-03-09 22:00:51
3268,PMC4371237,1,henryrossiter,2018-03-10 14:40:42
3269,PMC2719196,1,henryrossiter,2018-03-10 14:56:43
3270,PMC5112610,1,henryrossiter,2018-03-10 14:57:01
3271,PMC4237171,1,henryrossiter,2018-03-10 16:02:25
3272,PMC4208687,1,mrcyndns,2018-03-10 17:44:07
3273,PMC5283776,1,evelynkue,2018-03-10 22:18:18
3274,PMC5359137,1,ambermomin,2018-03-10 22:42:41
3275,PMC5402591,1,evelynkue,2018-03-10 22:47:20
3276,PMC5436526,1,ambermomin,2018-03-10 23:06:20
3277,PMC2808567,1,evelynkue,2018-03-10 23:26:04
3278,PMC2686636,1,yashkar,2018-03-11 03:41:49
3279,PMC3891663,1,yashkar,2018-03-11 03:47:34
3280,PMC4230779,1,yashkar,2018-03-11 03:48:42
3281,PMC4375646,1,yashkar,2018-03-11 03:53:49
3282,PMC4157927,1,ambermomin,2018-03-11 17:49:50
3283,PMC5081497,1,ambermomin,2018-03-11 18:04:42
3284,PMC3128530,1,ambermomin,2018-03-11 18:21:55
3285,PMC3386209,1,ambermomin,2018-03-11 18:44:19
3286,PMC4421612,1,evelynkue,2018-03-11 21:08:36
3287,PMC3943848,1,sehreenali,2018-03-11 21:11:34
3288,PMC4758284,1,evelynkue,2018-03-11 21:24:43
3289,PMC3075169,1,evelynkue,2018-03-11 21:52:04
3290,PMC4079819,1,evelynkue,2018-03-12 21:42:23
3291,PMC4925014,1,evelynkue,2018-03-12 22:13:02
3292,PMC3430911,1,evelynkue,2018-03-13 22:10:01
3293,PMC4883807,1,sehreenali,2018-03-14 21:20:19
3294,PMC3617713,1,sehreenali,2018-03-14 22:00:30
3295,PMC5447898,1,mprabhudesai,2018-03-14 23:03:08
3296,PMC4755242,1,mprabhudesai,2018-03-14 21:47:21
3297,PMC5223687,1,mprabhudesai,2018-03-14 03:43:18
3298,PMC5435914,1,tonyli0409,2018-03-13 23:17:02
3299,PMC5136418,1,tonyli0409,2018-03-13 23:08:40
3300,PMC4956872,1,tonyli0409,2018-03-13 22:58:58
3301,PMC4323784,1,tonyli0409,2018-03-13 22:45:51
3302,PMC3526355,1,tonyli0409,2018-03-13 12:18:35
3303,PMC5210341,1,tonyli0409,2018-03-13 12:03:09
3304,PMC5166516,1,tonyli0409,2018-03-13 11:44:59
3305,PMC2958506,1,tonyli0409,2018-03-11 23:36:21
3306,PMC4940481,1,tonyli0409,2018-03-11 23:32:17
3307,PMC4858091,1,tonyli0409,2018-03-11 23:28:55
3308,PMC4566505,1,tonyli0409,2018-03-11 23:22:16
3309,PMC4101770,1,tonyli0409,2018-03-11 23:21:24
3310,PMC5405199,1,tonyli0409,2018-03-11 23:20:12
3311,PMC4832084,1,tonyli0409,2018-03-11 22:05:54
3312,PMC3963535,1,caifand,2018-03-11 21:16:45
3313,PMC4027673,1,jackchristen,2018-03-09 16:15:43
3314,PMC5096594,1,shruti2611,2018-03-09 13:16:28
3315,PMC4567240,1,shahidhn,2018-03-09 11:42:45
3316,PMC4152993,1,tonyli0409,2018-03-11 21:46:04
3317,PMC4152993,1,ctjoe,2018-03-11 14:13:14
3318,PMC4152993,1,jackchristen,2018-03-09 16:00:25
3319,PMC4152993,1,neildabholkar,2018-03-09 10:42:27
3320,PMC4152993,1,monicacho92,2018-03-09 10:28:36
3321,PMC4152993,1,shruti2611,2018-03-09 10:28:32
3322,PMC4152993,1,jlcohoon,2018-03-09 10:28:15
3323,PMC4152993,1,caifand,2018-03-09 10:28:13
3324,PMC4152993,1,shahidhn,2018-03-09 10:26:34
3325,PMC4152993,1,jameshowison,2018-03-09 10:17:22
3326,PMC3619080,1,ankimnguyen,2018-03-23 11:29:31
3327,PMC5422337,1,monicacho92,2018-03-23 10:48:48
3328,PMC3173807,1,mprabhudesai,2018-03-23 10:48:44
3329,PMC4354519,1,caifand,2018-03-23 10:48:44
3330,PMC4948148,1,shruti2611,2018-03-23 10:48:42
3331,PMC5428908,1,realrichardparker,2018-03-23 10:48:41
3332,PMC4630049,1,oceanwall,2018-03-23 10:48:37
3333,PMC3461764,1,joelabraham1995,2018-03-23 10:48:36
3334,PMC5416837,1,shahidhn,2018-03-23 10:48:34
3335,PMC4307762,1,henryrossiter,2018-03-23 10:48:34
3336,PMC4454910,1,ankimnguyen,2018-03-23 11:45:39
3337,PMC4608605,1,evelynkue,2018-03-23 12:47:21
3338,PMC3566594,1,evelynkue,2018-03-23 16:21:54
3339,PMC2908652,1,evelynkue,2018-03-23 22:32:14
3340,PMC5372019,1,tonyli0409,2018-03-23 23:09:40
3341,PMC4455856,1,tonyli0409,2018-03-23 22:58:33
3342,PMC4645906,1,tonyli0409,2018-03-23 22:54:26
3343,PMC5434819,1,tonyli0409,2018-03-23 22:31:53
3344,PMC4299502,1,henryrossiter,2018-03-23 21:10:19
3345,PMC4804670,1,henryrossiter,2018-03-23 21:02:13
3346,PMC2633203,1,henryrossiter,2018-03-23 20:44:50
3347,PMC4327461,1,jackchristen,2018-03-23 18:21:32
3348,PMC4204415,1,jackchristen,2018-03-23 18:14:31
3349,PMC2633202,1,jackchristen,2018-03-23 15:12:51
3350,PMC5219624,1,jackchristen,2018-03-23 14:47:30
3351,PMC4168041,1,joelabraham1995,2018-03-23 14:46:23
3352,PMC4357677,1,jackchristen,2018-03-23 14:33:55
3353,PMC4283880,1,jackchristen,2018-03-23 13:26:02
3354,PMC5337457,1,jackchristen,2018-03-23 13:20:22
3355,PMC4234332,1,jackchristen,2018-03-23 12:23:32
3356,PMC3880993,1,realrichardparker,2018-03-23 11:51:55
3357,PMC4163573,1,joelabraham1995,2018-03-23 11:51:40
3358,PMC5147388,1,henryrossiter,2018-03-23 11:37:43
3359,PMC3212585,1,shruti2611,2018-03-23 11:29:02
3360,PMC4733789,1,joelabraham1995,2018-03-23 11:25:18
3361,PMC2736487,1,henryrossiter,2018-03-23 11:22:54
3362,PMC3863651,1,realrichardparker,2018-03-23 11:18:29
3363,PMC4472590,1,henryrossiter,2018-03-23 11:11:53
3364,PMC3384331,1,oceanwall,2018-03-23 11:04:40
3365,PMC3819903,1,jackchristen,2018-03-23 10:54:27
